KOR_1,KOR_18,KOR_2,KOR_3,KOR_4,KOR_5,KOR_6,KOR_7,KOR_8,KOR_9,CPI_China,CPI_Euro,CPI_G20,CPI_G7,CPI_OECD,China_exports,China_imports,China_trade_balance,Euro_Composite_business_confidence,Euro_Composite_consumer_confidence,G20_Composite_business_confidence,G20_Composite_consumer_confidence,G20_Composite_leading_indicator,G20_exports,G20_imports,G20_trade_balance,G7_Composite_business_confidence,G7_Composite_consumer_confidence,G7_Composite_leading_indicator,G7_exports,G7_imports,G7_trade_balance,OECD_Composite_business_confidence,OECD_Composite_consumer_confidence,OECD_exports,OECD_imports,OECD_trade_balance,WGS10YR,WTB1YR,WTB6MS,WCURRNS,WDDNS,MORTGAGE30US,FF,WPCREDIT,WPRIME,CURRCIR,EXPINF1YR,EXPINF2YR,EXPINF30YR,IRLTLT01USM156N,LNU02000000,LNU02300000,REAINTRATREARAT10Y,REAINTRATREARAT1YE,UNRATENSA,DEXKOUS,DJIA,NASDAQCOM,KOR_10,KOR_11,KOR_12,KOR_13,KOR_14,KOR_15,KOR_16,KOR_17
189650.4355,22.6483871,22382.36452,822670.5516,24.48870968,24.56774194,22.86967742,23.50645161,22.35009677,22.35009677,23.68709677,23.47483871,24.23226129,23.68754839,23.95650645,48.06726129,42.43982581,5.627446774,23.07723871,22.94220645,22.75433548,22.95724516,22.68998065,284.9320645,291.8738065,-6.941816452,22.92852258,22.86389677,22.75370323,113.7361129,130.6365516,-16.90044774,22.89424516,22.83996129,214.2261484,228.7383226,-14.51219677,3.07,2.22,2.04,1573.7,1366.7,4.61,1.70,2.25,4.75,372.779129,0.4443383,0.445074271,0.525536177,0.672903226,35227.83871,13.68387097,0.274601374,0.099084187,0.812903226,1077.046,24760.764,7379.611,2466.0725,870.9475,1.65,1.65,2.21875,2.50175,1.86575,1.5
189650.4355,22.6483871,22382.36452,822670.5516,24.48870968,24.56774194,22.86967742,23.50645161,22.35009677,22.35009677,23.68709677,23.47483871,24.23226129,23.68754839,23.95650645,48.06726129,42.43982581,5.627446774,23.07723871,22.94220645,22.75433548,22.95724516,22.68998065,284.9320645,291.8738065,-6.941816452,22.92852258,22.86389677,22.75370323,113.7361129,130.6365516,-16.90044774,22.89424516,22.83996129,214.2261484,228.7383226,-14.51219677,3.01,2.23,2.06,1577.1,1462.0,4.66,1.70,2.25,4.75,372.779129,0.4443383,0.445074271,0.525536177,0.672903226,35227.83871,13.68387097,0.274601374,0.099084187,0.812903226,1078.126,24859.872,7411.3468,2441.442,877.374,1.65,1.65,2.1954,2.4844,1.8526,1.5
192995.6974,22.97493548,22683.85258,837293.1381,24.92354839,25.05570968,22.9683871,23.61025806,22.64938387,22.64938387,24.02548387,23.82219355,24.61315645,24.03708194,24.32026226,49.12671645,41.76405903,7.362670871,23.39985355,23.26332226,23.07567742,23.27774581,23.00173323,291.1717226,293.2288323,-2.057137258,23.2625029,23.18532387,23.07063613,117.3110745,131.9671581,-14.65608671,23.22131581,23.16769645,219.3595519,231.4042129,-12.04467087,2.83,2.16,2.03,1579.8,1578.7,4.56,1.70,2.25,4.75,379.1438452,0.41300713,0.431542205,0.531318657,0.675516129,35776.69355,13.88935484,0.281487881,0.132258005,0.884516129,1078.0575,24520.07,7463.874,2455.92,880.2475,1.655,1.65,2.205,2.502,1.85275,1.5
197456.0467,23.41033333,23085.83667,856789.92,25.50333333,25.70633333,23.1,23.74866667,23.04843333,23.04843333,24.47666667,24.28533333,25.12101667,24.50312667,24.80527,50.53932333,40.86303667,9.676303,23.83000667,23.69147667,23.50413333,23.70508,23.41740333,299.4912667,295.0355333,4.455768333,23.70781,23.61389333,23.49321333,122.07769,133.7413,-11.66360533,23.65741,23.60467667,226.20409,234.9587333,-8.754636333,2.94,2.23,2.08,1581.7,1543.8,4.54,1.70,2.25,4.75,387.6301333,0.371232237,0.41349945,0.53902863,0.679,36508.5,14.16333333,0.29066989,0.176489763,0.98,1070.8,25063.6,7642.8296,2441.625,870.5925,1.6625,1.65,2.21475,2.49125,1.86325,1.5
197456.0467,23.41033333,23085.83667,856789.92,25.50333333,25.70633333,23.1,23.74866667,23.04843333,23.04843333,24.47666667,24.28533333,25.12101667,24.50312667,24.80527,50.53932333,40.86303667,9.676303,23.83000667,23.69147667,23.50413333,23.70508,23.41740333,299.4912667,295.0355333,4.455768333,23.70781,23.61389333,23.49321333,122.07769,133.7413,-11.66360533,23.65741,23.60467667,226.20409,234.9587333,-8.754636333,2.95,2.25,2.04,1583.4,1346.1,4.62,1.70,2.25,4.75,387.6301333,0.371232237,0.41349945,0.53902863,0.679,36508.5,14.16333333,0.29066989,0.176489763,0.98,1084.152,25222.006,7713.368,2355.062,830.456,1.674,1.65,2.1602,2.414,1.8596,1.5
197456.0467,23.41033333,23085.83667,856789.92,25.50333333,25.70633333,23.1,23.74866667,23.04843333,23.04843333,24.47666667,24.28533333,25.12101667,24.50312667,24.80527,50.53932333,40.86303667,9.676303,23.83000667,23.69147667,23.50413333,23.70508,23.41740333,299.4912667,295.0355333,4.455768333,23.70781,23.61389333,23.49321333,122.07769,133.7413,-11.66360533,23.65741,23.60467667,226.20409,234.9587333,-8.754636333,2.91,2.27,2.08,1584.4,1411.9,4.57,1.90,2.50,5.00,387.6301333,0.371232237,0.41349945,0.53902863,0.679,36508.5,14.16333333,0.29066989,0.176489763,0.98,1109.526,24677.614,7731.9788,2338.24,824.502,1.68,1.65,2.13,2.3744,1.8566,1.5
196465.8723,23.3176129,22986.02452,853688.1987,25.47387097,25.63593548,23.00419355,23.64180645,22.93612258,22.93612258,24.37354839,24.166,25.02104839,24.39265419,24.69392452,50.27314258,41.07435032,9.19880529,23.71671677,23.5808929,23.3929,23.59504,23.30502774,296.9040258,294.559471,2.344565161,23.59897355,23.50426065,23.38157871,120.8019006,133.4060194,-12.60411277,23.54688323,23.49656065,223.8991974,233.8705548,-9.971366581,2.85,2.26,2.07,1584.6,1508.5,4.55,1.92,2.50,5.00,386.0949484,0.386685815,0.420510132,0.536994837,0.675225806,36357.64516,14.10451613,0.286411223,0.14709193,0.972258065,1117.56,24228.192,7510.5416,2268.036,797.514,1.68,1.65,2.1142,2.3504,1.8416,1.5
190524.8258,22.76129032,22387.15161,835077.871,25.29709677,25.21354839,22.42935484,23.00064516,22.26225806,22.26225806,23.75483871,23.45,24.42123871,23.72981935,24.02585161,48.67605806,42.34223226,6.333819032,23.03697742,22.91739032,22.7255,22.9348,22.63077419,281.3805806,291.7030968,-10.32265387,22.94595484,22.84646452,22.71177097,113.1471645,131.3943355,-18.24715742,22.88372258,22.84786452,210.0698419,227.3414839,-17.27174806,2.84,2.25,2.07,1587.6,1608.3,4.52,1.91,2.50,5.00,376.8838387,0.479407284,0.462574226,0.524792077,0.652580645,35452.51613,13.7516129,0.260859223,-0.029295068,0.925806452,1116.725,24323.805,7586.29325,2291.308,814.686,1.682,1.65,2.0902,2.3344,1.8378,1.5
190524.8258,22.76129032,22387.15161,835077.871,25.29709677,25.21354839,22.42935484,23.00064516,22.26225806,22.26225806,23.75483871,23.45,24.42123871,23.72981935,24.02585161,48.67605806,42.34223226,6.333819032,23.03697742,22.91739032,22.7255,22.9348,22.63077419,281.3805806,291.7030968,-10.32265387,22.94595484,22.84646452,22.71177097,113.1471645,131.3943355,-18.24715742,22.88372258,22.84786452,210.0698419,227.3414839,-17.27174806,2.85,2.28,2.10,1591.4,1390.9,4.53,1.91,2.50,5.00,376.8838387,0.479407284,0.462574226,0.524792077,0.652580645,35452.51613,13.7516129,0.260859223,-0.029295068,0.925806452,1119.794,24868.2,7776.3812,2292.3,808.794,1.69,1.65,2.087,2.325,1.8482,1.5
190524.8258,22.76129032,22387.15161,835077.871,25.29709677,25.21354839,22.42935484,23.00064516,22.26225806,22.26225806,23.75483871,23.45,24.42123871,23.72981935,24.02585161,48.67605806,42.34223226,6.333819032,23.03697742,22.91739032,22.7255,22.9348,22.63077419,281.3805806,291.7030968,-10.32265387,22.94595484,22.84646452,22.71177097,113.1471645,131.3943355,-18.24715742,22.88372258,22.84786452,210.0698419,227.3414839,-17.27174806,2.86,2.32,2.12,1589.5,1388.0,4.52,1.91,2.50,5.00,376.8838387,0.479407284,0.462574226,0.524792077,0.652580645,35452.51613,13.7516129,0.260859223,-0.029295068,0.925806452,1129.748,25101.232,7832.1554,2281.318,761.31,1.68,1.65,2.0862,2.3338,1.8474,1.5
190524.8258,22.76129032,22387.15161,835077.871,25.29709677,25.21354839,22.42935484,23.00064516,22.26225806,22.26225806,23.75483871,23.45,24.42123871,23.72981935,24.02585161,48.67605806,42.34223226,6.333819032,23.03697742,22.91739032,22.7255,22.9348,22.63077419,281.3805806,291.7030968,-10.32265387,22.94595484,22.84646452,22.71177097,113.1471645,131.3943355,-18.24715742,22.88372258,22.84786452,210.0698419,227.3414839,-17.27174806,2.96,2.34,2.14,1589.5,1473.9,4.54,1.91,2.50,5.00,376.8838387,0.479407284,0.462574226,0.524792077,0.652580645,35452.51613,13.7516129,0.260859223,-0.029295068,0.925806452,1124.384,25335.692,7840.8954,2290.744,781.152,1.68,1.65,2.1192,2.3652,1.882,1.5
189533.6484,22.83387097,22437.11935,838348.5806,25.28903226,25.16193548,22.49387097,23.25548387,22.40290323,22.40290323,23.86774194,23.47419355,24.4765129,23.76299677,24.07320645,48.96747742,42.66000645,6.307473871,23.02331613,22.90916452,22.70741935,22.92752581,22.60687097,274.9620323,285.917129,-10.9550571,22.94622903,22.84391613,22.69127097,108.3067774,127.7899645,-19.48317677,22.8732871,22.84028387,203.0028581,221.5487742,-18.5459529,2.97,2.35,2.16,1590.1,1621.1,4.60,1.91,2.50,5.00,377.2952903,0.480273203,0.466982952,0.529517594,0.652580645,35216.22581,13.65483871,0.276989529,-0.026902277,0.893548387,1119.494,25368.916,7724.7544,2294.922,784.842,1.67,1.65,2.0678,2.3076,1.859,1.5
189137.1774,22.86290323,22457.10645,839656.8645,25.28580645,25.14129032,22.51967742,23.35741935,22.45916129,22.45916129,23.91290323,23.48387097,24.49862258,23.77626774,24.09214839,49.08404516,42.78711613,6.296935806,23.01785161,22.90587419,22.7001871,22.92461613,22.59730968,272.3946129,283.6027419,-11.20801839,22.94633871,22.84289677,22.68307097,106.3706226,126.3482161,-19.97758452,22.8691129,22.83725161,200.1760645,219.2316903,-19.05563484,2.94,2.35,2.18,1592.9,1432.4,4.59,1.91,2.50,5.00,377.459871,0.480619571,0.468746442,0.5314078,0.652580645,35121.70968,13.61612903,0.283441652,-0.025945161,0.880645161,1122.42,25507.442,7872.512,2248.8025,762.7675,1.66,1.65,2.04025,2.261,1.856,1.5
189137.1774,22.86290323,22457.10645,839656.8645,25.28580645,25.14129032,22.51967742,23.35741935,22.45916129,22.45916129,23.91290323,23.48387097,24.49862258,23.77626774,24.09214839,49.08404516,42.78711613,6.296935806,23.01785161,22.90587419,22.7001871,22.92461613,22.59730968,272.3946129,283.6027419,-11.20801839,22.94633871,22.84289677,22.68307097,106.3706226,126.3482161,-19.97758452,22.8691129,22.83725161,200.1760645,219.2316903,-19.05563484,2.87,2.36,2.18,1593.5,1370.8,4.53,1.91,2.50,5.00,377.459871,0.480619571,0.468746442,0.5314078,0.652580645,35121.70968,13.61612903,0.283441652,-0.025945161,0.880645161,1129.188,25375.616,7817.514,2273.416,786.478,1.66,1.65,1.9584,2.1664,1.8052,1.5
189137.1774,22.86290323,22457.10645,839656.8645,25.28580645,25.14129032,22.51967742,23.35741935,22.45916129,22.45916129,23.91290323,23.48387097,24.49862258,23.77626774,24.09214839,49.08404516,42.78711613,6.296935806,23.01785161,22.90587419,22.7001871,22.92461613,22.59730968,272.3946129,283.6027419,-11.20801839,22.94633871,22.84289677,22.68307097,106.3706226,126.3482161,-19.97758452,22.8691129,22.83725161,200.1760645,219.2316903,-19.05563484,2.83,2.36,2.19,1596.4,1443.1,4.51,1.92,2.50,5.00,377.459871,0.480619571,0.468746442,0.5314078,0.652580645,35121.70968,13.61612903,0.283441652,-0.025945161,0.880645161,1118.476,25752.382,7878.744,2308.336,804.766,1.66,1.65,1.9558,2.1606,1.7998,1.5
191466.2305,23.09997849,22815.18366,848723.3166,25.54129032,25.50473118,22.77348387,23.45853763,22.72365806,22.72365806,24.18731183,23.73486022,24.7669028,24.00586839,24.34576409,50.17248559,43.56118581,6.61130329,23.23318925,23.12025204,22.90397269,23.14195247,22.80239215,278.2277806,286.2573204,-8.029494026,23.15773527,23.06054151,22.88874022,108.7375161,127.7365658,-18.99904856,23.07766731,23.05004258,204.5317432,221.4667578,-16.93501908,2.87,2.38,2.22,1597.9,1571.8,4.52,1.92,2.50,5.00,381.9818602,0.503967327,0.481885694,0.535604613,0.666129032,35499.66882,13.75913978,0.277934783,-0.064184451,0.869032258,1110.332,26037.994,8071.106,2296.742,819.63,1.654,1.65,1.914,2.0902,1.7768,1.5
197288.8633,23.69266667,23710.37667,871389.4467,26.18,26.41333333,23.408,23.71133333,23.3849,23.3849,24.87333333,24.36233333,25.43760333,24.57987,24.97980333,52.89358667,45.49636,7.397222,23.77153333,23.65619667,23.41343667,23.68529333,23.31509833,292.8107,292.8937667,-0.083183123,23.68622667,23.60465333,23.40291333,114.65475,131.20744,-16.55270867,23.59905333,23.58202,215.42094,227.0544267,-11.63347967,2.91,2.41,2.24,1604.1,1659.4,4.54,1.91,2.50,5.00,393.2868333,0.562336717,0.514733823,0.546096647,0.7,36444.56667,14.11666667,0.26416761,-0.159782677,0.84,1121.1,25959.97,7977.9225,2291.852,825.716,1.654,1.65,1.923,2.0888,1.796,1.5
197288.8633,23.69266667,23710.37667,871389.4467,26.18,26.41333333,23.408,23.71133333,23.3849,23.3849,24.87333333,24.36233333,25.43760333,24.57987,24.97980333,52.89358667,45.49636,7.397222,23.77153333,23.65619667,23.41343667,23.68529333,23.31509833,292.8107,292.8937667,-0.083183123,23.68622667,23.60465333,23.40291333,114.65475,131.20744,-16.55270867,23.59905333,23.58202,215.42094,227.0544267,-11.63347967,2.97,2.47,2.27,1606.5,1357.4,4.60,1.92,2.50,5.00,393.2868333,0.562336717,0.514733823,0.546096647,0.7,36444.56667,14.11666667,0.26416761,-0.159782677,0.84,1123.118,26025.542,7974.922,2316.614,827.322,1.674,1.65,2,2.1836,1.8582,1.5
197288.8633,23.69266667,23710.37667,871389.4467,26.18,26.41333333,23.408,23.71133333,23.3849,23.3849,24.87333333,24.36233333,25.43760333,24.57987,24.97980333,52.89358667,45.49636,7.397222,23.77153333,23.65619667,23.41343667,23.68529333,23.31509833,292.8107,292.8937667,-0.083183123,23.68622667,23.60465333,23.40291333,114.65475,131.20744,-16.55270867,23.59905333,23.58202,215.42094,227.0544267,-11.63347967,3.05,2.49,2.31,1605.8,1357.5,4.65,1.92,2.50,5.00,393.2868333,0.562336717,0.514733823,0.546096647,0.7,36444.56667,14.11666667,0.26416761,-0.159782677,0.84,1120.276,26423.064,7963.426,2349.25,827.64,1.7,1.65,2.0055,2.184,1.894,1.5
197288.8633,23.69266667,23710.37667,871389.4467,26.18,26.41333333,23.408,23.71133333,23.3849,23.3849,24.87333333,24.36233333,25.43760333,24.57987,24.97980333,52.89358667,45.49636,7.397222,23.77153333,23.65619667,23.41343667,23.68529333,23.31509833,292.8107,292.8937667,-0.083183123,23.68622667,23.60465333,23.40291333,114.65475,131.20744,-16.55270867,23.59905333,23.58202,215.42094,227.0544267,-11.63347967,3.07,2.50,2.31,1606.6,1457.8,4.72,1.92,2.50,5.00,393.2868333,0.562336717,0.514733823,0.546096647,0.7,36444.56667,14.11666667,0.26416761,-0.159782677,0.84,1115.042,26467.556,8015.882,2297.615,793.555,1.7175,1.65,2.04675,2.222,1.906,1.5
189830.6065,22.84935484,23109.1,848952.5258,25.45967742,26.01064516,22.27580645,24.49322581,22.58990323,22.58990323,24.11612903,23.63516129,24.70986452,23.82885806,24.2509129,49.06399355,41.38287097,7.681138387,22.98343871,22.88559677,22.61336452,22.93319677,22.52941194,299.7910323,307.5818065,-7.79084871,22.8845129,22.83126774,22.60713226,120.05,140.6108968,-20.56090581,22.80283871,22.80055806,226.7841935,245.3725806,-18.58850677,3.14,2.52,2.35,1608.9,1568.4,4.71,2.18,2.75,5.25,381.6427097,0.49952149,0.482097135,0.534458535,0.711290323,35440.77419,13.70645161,0.293577019,-0.041081103,0.790322581,1121.682,26665.614,7945.98,2193.49,738.3825,1.7325,1.6525,2.053,2.2385,1.90725,1.5
189830.6065,22.84935484,23109.1,848952.5258,25.45967742,26.01064516,22.27580645,24.49322581,22.58990323,22.58990323,24.11612903,23.63516129,24.70986452,23.82885806,24.2509129,49.06399355,41.38287097,7.681138387,22.98343871,22.88559677,22.61336452,22.93319677,22.52941194,299.7910323,307.5818065,-7.79084871,22.8845129,22.83126774,22.60713226,120.05,140.6108968,-20.56090581,22.80283871,22.80055806,226.7841935,245.3725806,-18.58850677,3.18,2.57,2.39,1613.1,1373.2,4.90,2.18,2.75,5.25,381.6427097,0.49952149,0.482097135,0.534458535,0.711290323,35440.77419,13.70645161,0.293577019,-0.041081103,0.790322581,1134.1875,25605.5325,7496.505,2152.464,732.268,1.76,1.684,2.0184,2.1782,1.9018,1.5
189830.6065,22.84935484,23109.1,848952.5258,25.45967742,26.01064516,22.27580645,24.49322581,22.58990323,22.58990323,24.11612903,23.63516129,24.70986452,23.82885806,24.2509129,49.06399355,41.38287097,7.681138387,22.98343871,22.88559677,22.61336452,22.93319677,22.52941194,299.7910323,307.5818065,-7.79084871,22.8845129,22.83126774,22.60713226,120.05,140.6108968,-20.56090581,22.80283871,22.80055806,226.7841935,245.3725806,-18.58850677,3.18,2.58,2.41,1611.7,1389.9,4.85,2.18,2.75,5.25,381.6427097,0.49952149,0.482097135,0.534458535,0.711290323,35440.77419,13.70645161,0.293577019,-0.041081103,0.790322581,1129.714,25515.888,7530.62,2091.168,702.472,1.794,1.7,1.991,2.1232,1.9044,1.5
189830.6065,22.84935484,23109.1,848952.5258,25.45967742,26.01064516,22.27580645,24.49322581,22.58990323,22.58990323,24.11612903,23.63516129,24.70986452,23.82885806,24.2509129,49.06399355,41.38287097,7.681138387,22.98343871,22.88559677,22.61336452,22.93319677,22.52941194,299.7910323,307.5818065,-7.79084871,22.8845129,22.83126774,22.60713226,120.05,140.6108968,-20.56090581,22.80283871,22.80055806,226.7841935,245.3725806,-18.58850677,3.14,2.56,2.42,1612.1,1490.1,4.86,2.19,2.75,5.25,381.6427097,0.49952149,0.482097135,0.534458535,0.711290323,35440.77419,13.70645161,0.293577019,-0.041081103,0.790322581,1136.706,24953.024,7300.024,2032.178,654.124,1.808,1.7,1.9376,2.06,1.8846,1.5
193367.2942,23.19124731,23582.26,868642.0901,25.47395699,25.75008602,22.33077419,23.80376344,22.9253871,22.9253871,24.52215054,24.00802151,25.15262194,24.24015441,24.67418172,51.35349247,42.10091613,9.252583118,23.40201849,23.3091929,23.02496194,23.3847129,22.94068226,300.3124043,304.7350409,-4.422662495,23.30038172,23.24908237,23.01190163,118.8907733,138.2517062,-19.36093144,23.22288516,23.22073441,225.5137591,241.8814108,-16.36769624,3.14,2.57,2.43,1612.8,1621.4,4.83,2.20,2.75,5.25,390.441428,0.503016145,0.488277551,0.543609258,0.72083871,36124.23656,13.96752688,0.300306509,-0.002243134,0.805376344,1132.436,25016.978,7261.778,2084.79,689.364,1.802,1.7,1.9712,2.094,1.8942,1.5
196019.81,23.44766667,23937.13,883409.2633,25.48466667,25.55466667,22.372,23.28666667,23.177,23.177,24.82666667,24.28766667,25.48469,24.54862667,24.99163333,53.07061667,42.63945,10.43116667,23.71595333,23.62689,23.33366,23.72335,23.249135,300.7034333,302.5999667,-1.896522833,23.61228333,23.56244333,23.31547867,118.0213533,136.4823133,-18.46095067,23.53792,23.53586667,224.5609333,239.2630333,-14.70208833,3.21,2.63,2.46,1615.8,1466.8,4.94,2.20,2.75,5.25,397.0404667,0.505637137,0.492912863,0.5504723,0.728,36636.83333,14.16333333,0.305353627,0.026885343,0.816666667,1122.27,25891.506,7442.668,2080.036,676.958,1.8,1.7,1.9394,2.0528,1.8924,1.5
196019.81,23.44766667,23937.13,883409.2633,25.48466667,25.55466667,22.372,23.28666667,23.177,23.177,24.82666667,24.28766667,25.48469,24.54862667,24.99163333,53.07061667,42.63945,10.43116667,23.71595333,23.62689,23.33366,23.72335,23.249135,300.7034333,302.5999667,-1.896522833,23.61228333,23.56244333,23.31547867,118.0213533,136.4823133,-18.46095067,23.53792,23.53586667,224.5609333,239.2630333,-14.70208833,3.11,2.61,2.46,1617.8,1332.8,4.94,2.19,2.75,5.25,397.0404667,0.505637137,0.492912863,0.5504723,0.728,36636.83333,14.16333333,0.305353627,0.026885343,0.816666667,1129.1,25267.37,7211.04,2077.424,692.822,1.804,1.7,1.9368,2.0366,1.9052,1.5
196019.81,23.44766667,23937.13,883409.2633,25.48466667,25.55466667,22.372,23.28666667,23.177,23.177,24.82666667,24.28766667,25.48469,24.54862667,24.99163333,53.07061667,42.63945,10.43116667,23.71595333,23.62689,23.33366,23.72335,23.249135,300.7034333,302.5999667,-1.896522833,23.61228333,23.56244333,23.31547867,118.0213533,136.4823133,-18.46095067,23.53792,23.53586667,224.5609333,239.2630333,-14.70208833,3.06,2.58,2.46,1617.7,1405.5,4.81,2.20,2.75,5.25,397.0404667,0.505637137,0.492912863,0.5504723,0.728,36636.83333,14.16333333,0.305353627,0.026885343,0.816666667,1128.2025,24558.43,6962.1325,2100.324,697.478,1.822,1.74,1.9056,1.989,1.891,1.55
194602.7758,23.19994624,23768.7371,876771.0812,25.05430108,25.0572043,22.31419355,22.77784946,22.94132258,22.94132258,24.60430108,24.0605914,25.24843387,24.30828817,24.75042473,52.18171882,41.04988548,11.13183656,23.48108925,23.40156935,23.10819226,23.51199839,23.02749855,291.2228763,291.9572849,-0.734401167,23.38018118,23.33525215,23.08826108,113.9860892,131.899786,-17.91369269,23.3107871,23.31393333,215.9340215,230.6586376,-14.72460457,3.05,2.60,2.47,1621.1,1510.0,4.81,2.20,2.75,5.25,393.7223978,0.488980351,0.480854094,0.5430863,0.702580645,36264.71505,14.01344086,0.299075327,0.050304997,0.822043011,1124.486,25126.54,7211.952,2098.408,696.584,1.88,1.9,1.8824,1.9354,1.8844,1.75
191060.1903,22.58064516,23347.75484,860175.6258,23.9783871,23.81354839,22.16967742,21.50580645,22.35212903,22.35212903,24.0483871,23.49290323,24.65779355,23.70744194,24.14740323,49.95947419,37.07597419,12.88351129,22.89392903,22.83826774,22.5445229,22.98361935,22.47340742,267.5214839,265.3505806,2.170903,22.79992581,22.76727419,22.5202171,103.897929,120.4434677,-16.54554774,22.74295484,22.7591,194.3667419,209.1476484,-14.78089516,2.90,2.61,2.49,1619.7,1619.5,4.75,2.20,2.75,5.25,385.4272258,0.447338387,0.450707171,0.5246213,0.639032258,35334.41935,13.63870968,0.283379577,0.108854132,0.835483871,1115.7225,25047.53,7189.3625,2070.852,671.2,1.886,1.9,1.7948,1.892,1.8546,1.75
191060.1903,22.58064516,23347.75484,860175.6258,23.9783871,23.81354839,22.16967742,21.50580645,22.35212903,22.35212903,24.0483871,23.49290323,24.65779355,23.70744194,24.14740323,49.95947419,37.07597419,12.88351129,22.89392903,22.83826774,22.5445229,22.98361935,22.47340742,267.5214839,265.3505806,2.170903,22.79992581,22.76727419,22.5202171,103.897929,120.4434677,-16.54554774,22.74295484,22.7591,194.3667419,209.1476484,-14.78089516,2.89,2.60,2.49,1622.4,1414.7,4.63,2.19,2.75,5.25,385.4272258,0.447338387,0.450707171,0.5246213,0.639032258,35334.41935,13.63870968,0.283379577,0.108854132,0.835483871,1127.868,24403.732,7026.33,2066.73,667.084,1.89,1.9,1.8022,1.8628,1.8364,1.75
191060.1903,22.58064516,23347.75484,860175.6258,23.9783871,23.81354839,22.16967742,21.50580645,22.35212903,22.35212903,24.0483871,23.49290323,24.65779355,23.70744194,24.14740323,49.95947419,37.07597419,12.88351129,22.89392903,22.83826774,22.5445229,22.98361935,22.47340742,267.5214839,265.3505806,2.170903,22.79992581,22.76727419,22.5202171,103.897929,120.4434677,-16.54554774,22.74295484,22.7591,194.3667419,209.1476484,-14.78089516,2.81,2.55,2.47,1624.1,1421.8,4.62,2.19,2.75,5.25,385.4272258,0.447338387,0.450707171,0.5246213,0.639032258,35334.41935,13.63870968,0.283379577,0.108854132,0.835483871,1125.612,23179.45,6607.174,2038.125,669.765,1.895,1.9175,1.82,1.88275,1.8395,1.75
191060.1903,22.58064516,23347.75484,860175.6258,23.9783871,23.81354839,22.16967742,21.50580645,22.35212903,22.35212903,24.0483871,23.49290323,24.65779355,23.70744194,24.14740323,49.95947419,37.07597419,12.88351129,22.89392903,22.83826774,22.5445229,22.98361935,22.47340742,267.5214839,265.3505806,2.170903,22.79992581,22.76727419,22.5202171,103.897929,120.4434677,-16.54554774,22.74295484,22.7591,194.3667419,209.1476484,-14.78089516,2.76,2.52,2.45,1631.3,1596.4,4.55,2.40,3.00,5.50,385.4272258,0.447338387,0.450707171,0.5246213,0.639032258,35334.41935,13.63870968,0.283379577,0.108854132,0.835483871,1120.166667,23026.55667,6572.79,2004.65,663.6266667,1.8975,1.91,1.803,1.873,1.818,1.75
191377.9194,22.55935484,23577.41935,865880.871,23.69774194,23.78064516,22.35548387,21.85225806,22.332,22.332,24.14516129,23.28387097,24.71216129,23.70184839,24.13820968,49.24673226,39.82749677,9.419246774,22.83567097,22.83642903,22.52514677,23.00436774,22.45640806,268.1797419,278.5186452,-10.33891874,22.76460323,22.74364194,22.4875171,104.5928065,126.3753968,-21.78259161,22.71800645,22.75362258,199.5641548,220.0498613,-20.4857029,2.65,2.49,2.45,1631.4,1699.5,4.51,2.40,3.00,5.50,385.9757419,0.413058723,0.420795758,0.50875821,0.615806452,35040.80645,13.56129032,0.241857177,0.130747126,0.970967742,1118.3325,23198.27,6625.895,2053.186,678.148,1.862,1.86,1.8052,1.8802,1.7936,1.75
191430.8742,22.55580645,23615.69677,866831.7452,23.65096774,23.77516129,22.38645161,21.91,22.32864516,22.32864516,24.16129032,23.24903226,24.72122258,23.70091613,24.13667742,49.12794194,40.28608387,8.841869355,22.82596129,22.83612258,22.52191742,23.00782581,22.45357484,268.2894516,280.7133226,-12.42388903,22.75871613,22.73970323,22.4820671,104.7086194,127.3640516,-22.65543226,22.71384839,22.75270968,200.4303903,221.8668968,-21.43650419,2.72,2.51,2.46,1627.4,1450.5,4.45,2.40,3.00,5.50,386.0671613,0.407345445,0.415810523,0.506114361,0.611935484,34991.87097,13.5483871,0.234936777,0.134395958,0.993548387,1118.282,23839.158,6927.02,2099.828,689.91,1.85,1.86,1.8012,1.871,1.797,1.75
191430.8742,22.55580645,23615.69677,866831.7452,23.65096774,23.77516129,22.38645161,21.91,22.32864516,22.32864516,24.16129032,23.24903226,24.72122258,23.70091613,24.13667742,49.12794194,40.28608387,8.841869355,22.82596129,22.83612258,22.52191742,23.00782581,22.45357484,268.2894516,280.7133226,-12.42388903,22.75871613,22.73970323,22.4820671,104.7086194,127.3640516,-22.65543226,22.71384839,22.75270968,200.4303903,221.8668968,-21.43650419,2.74,2.50,2.45,1622.3,1381.7,4.45,2.40,3.00,5.50,386.0671613,0.407345445,0.415810523,0.506114361,0.611935484,34991.87097,13.5483871,0.234936777,0.134395958,0.993548387,1121.9575,24337.3,7075.0525,2138.584,700.318,1.85,1.86,1.8098,1.8792,1.8134,1.75
